squarefoot,location,num_past_occupants,rent,building_type
1192,Downtown,2,6836.723288020106,Apartment
2330,Rural,4,9726.747104505872,Apartment
3460,Rural,3,13858.7557032666,Apartment
2676,Downtown,2,14271.810335632583,Condo
4975,Suburb,7,23742.258221358436,House
2233,Downtown,9,14340.548119194706,House
1680,Suburb,2,6482.906857050919,House
3981,Downtown,5,24074.224545394944,Condo
1590,Downtown,6,9125.10255951164,House
1940,Downtown,6,13155.468917705777,Apartment
2982,Downtown,1,13874.121667860998,House
1287,Suburb,2,5347.386803362415,Condo
1518,Suburb,9,8440.324400032543,Condo
1655,Rural,9,7101.513956569303,House
4565,Downtown,3,25407.761732333758,Condo
4916,Suburb,6,22659.420125366207,House
4435,Suburb,1,16501.660818794655,House
1860,Suburb,2,8685.324794312786,Apartment
1718,Downtown,6,10812.206375753387,Condo
1254,Rural,6,5634.6210741928735,Apartment
1283,Suburb,9,7239.834972419206,Condo
1274,Downtown,2,6172.827579544902,House
4433,Suburb,0,17094.199290971523,Condo
4272,Suburb,2,16576.004809291244,House
1213,Rural,4,4666.5978663552705,Condo
4849,Suburb,6,26326.58242355336,Apartment
336,Suburb,3,1645.388766220007,Apartment
3687,Downtown,0,16318.397439880857,House
2011,Downtown,5,13085.532486944081,Apartment
3320,Rural,1,10285.757688164753,House
1095,Downtown,2,5382.770723913003,House
4336,Downtown,3,22159.04244003818,House
4988,Rural,5,19987.804297733783,Condo
3411,Suburb,5,15063.725333849861,House
1624,Rural,6,7300.316435048868,Apartment
617,Downtown,4,3593.9137678982643,Condo
2696,Rural,6,12155.821430984766,Apartment
2462,Suburb,1,9209.652786903385,House
3045,Rural,0,9048.271566899002,House
1891,Downtown,9,14388.577415374692,Apartment
3411,Downtown,7,22206.20928514252,Condo
4230,Rural,0,14723.36403431353,Apartment
2296,Suburb,1,8516.470082059497,House
1612,Rural,9,7581.901090510576,Condo
1585,Suburb,5,6932.890391274662,House
4611,Suburb,0,16351.944154083041,House
2683,Rural,9,13524.56062370194,Apartment
3539,Suburb,2,13768.082587442925,House
2439,Downtown,6,16627.978404592,Apartment
2004,Rural,7,8635.86954908372,Condo
662,Suburb,3,2682.71615608528,House
2904,Downtown,2,14137.176302618995,House
2016,Rural,0,6489.839557539717,Condo
4751,Downtown,8,34799.305681277,Apartment
4586,Downtown,9,29470.237643345496,House
4038,Downtown,5,24357.535982052344,Condo
2769,Suburb,5,12278.37311773449,House
856,Rural,8,4197.032433215425,Apartment
1125,Rural,0,3938.792791405539,Apartment
3108,Suburb,5,16289.475855880895,Apartment
4821,Rural,4,20195.398121662525,Apartment
3019,Downtown,5,18223.2600404865,Condo
3808,Rural,7,15110.922833555973,House
4041,Suburb,4,18805.714178591075,Condo
1874,Downtown,1,10381.021573919368,Apartment
4298,Suburb,1,18873.579560069196,Apartment
2429,Downtown,9,18452.484075141292,Apartment
2703,Downtown,4,16945.250954349605,Apartment
3629,Rural,2,11747.090548116503,House
888,Downtown,9,6740.329129441027,Apartment
2312,Suburb,2,9148.649701186068,House
1847,Rural,7,8778.005575317555,Apartment
594,Suburb,6,2807.488786180503,House
2285,Downtown,0,10143.070918380796,House
3417,Suburb,4,17118.898343448545,Apartment
1990,Suburb,8,10817.25849699706,Condo
1436,Downtown,3,7834.384098629068,Condo
2364,Rural,0,7631.845562425486,Condo
4755,Suburb,7,24859.59872909929,Condo
4843,Downtown,4,28078.420223348094,Condo
1307,Rural,1,4870.322376963675,Apartment
2814,Rural,0,9745.161676911841,Apartment
3826,Rural,2,14761.462280005233,Apartment
4981,Suburb,8,29183.617482359998,Apartment
1547,Suburb,0,6548.469853565848,Apartment
4202,Suburb,3,20279.60712379793,Apartment
1735,Rural,7,6989.446248508334,House
871,Suburb,7,4213.755346960903,House
2682,Downtown,9,20383.85899441547,Apartment
1545,Suburb,7,8799.512123020693,Apartment
2384,Suburb,9,12247.116379422037,House
577,Rural,7,2329.384838600776,House
2187,Suburb,3,10528.125207122353,Apartment
4879,Downtown,7,29128.951058611827,House
1565,Rural,8,7081.572908616604,Condo
1340,Downtown,6,8423.942484911118,Condo
1217,Rural,1,4177.645621061533,Condo
1185,Rural,8,4887.344982299991,House
3052,Suburb,7,17209.62524048009,Apartment
321,Downtown,4,2077.768213487213,Apartment
4869,Rural,2,18686.876015043897,Apartment
3491,Suburb,6,16035.565587239884,House
2653,Rural,1,8292.00216210205,House
986,Rural,2,3538.851810483702,Condo
584,Rural,8,2505.794618960063,House
4047,Rural,3,14969.43198978159,Condo
1062,Rural,3,3908.659813186068,Condo
2728,Rural,2,10413.767136228129,Apartment
2807,Suburb,4,11902.875236068876,House
328,Rural,2,1239.3093378907488,Apartment
1206,Downtown,8,8868.960527836181,Apartment
3404,Suburb,2,13216.582807711155,House
4299,Downtown,1,19952.929196593333,House
3294,Rural,4,12813.219782217999,Condo
2806,Downtown,5,16795.17213545836,Condo
4965,Rural,0,16011.778928036016,Condo
3909,Rural,5,15669.662678130733,Condo
3853,Suburb,9,23346.97301888982,Apartment
1753,Suburb,2,8143.267115369282,Apartment
3656,Rural,3,12413.927809682227,House
815,Suburb,5,4069.4185194783977,Condo
338,Downtown,7,2235.333857778671,Condo
3642,Suburb,8,19660.853650731748,Condo
1186,Suburb,5,6233.812797445455,Apartment
3144,Downtown,6,18153.103972712994,House
2504,Suburb,4,12604.555981965279,Apartment
1398,Rural,8,5766.402306863009,House
2123,Downtown,3,10725.282014030328,House
3501,Rural,9,17692.74350667487,Apartment
3455,Downtown,5,22681.898733980972,Apartment
3393,Rural,4,11978.52038782286,House
3830,Rural,0,13340.114954909906,Apartment
4078,Suburb,4,20534.871018762922,Apartment
3196,Rural,4,11351.547018205853,House
3753,Suburb,8,18545.423757781806,House
3811,Downtown,0,18402.235578074313,Condo
1288,Rural,4,5462.073603990982,Apartment
4416,Rural,6,16946.74573430895,House
4326,Downtown,5,28367.129859475197,Apartment
4479,Downtown,5,29370.70188663457,Apartment
1982,Rural,6,7559.102961255108,House
4965,Downtown,5,29962.30880683952,Condo
4263,Suburb,4,18152.863411026483,House
1233,Downtown,9,7839.052251996976,House
3898,Downtown,4,24465.10278792252,Apartment
3533,Rural,8,15954.537452355653,Condo
2280,Suburb,7,10871.481159180568,House
2155,Downtown,9,16380.136204450118,Apartment
3356,Suburb,3,13640.384534201823,House
1092,Suburb,3,5226.369386004152,Apartment
1091,Suburb,9,5640.639485114414,House
2109,Rural,4,8217.815728164127,Condo
2555,Downtown,2,12408.314144481366,House
3910,Rural,7,18353.1360749243,Apartment
1907,Downtown,6,10974.67229267462,House
1284,Downtown,4,7465.625955123708,Condo
3976,Rural,9,18528.44862993451,Condo
3680,Suburb,2,15724.962256473653,Condo
819,Suburb,4,3790.3078504548466,Condo
890,Downtown,2,5086.298375365345,Apartment
1350,Rural,9,5874.6409818868615,House
3933,Suburb,4,18300.392962323644,Condo
4744,Suburb,0,16767.366260268886,House
1259,Downtown,5,8288.243888261062,Apartment
992,Downtown,9,6335.909383030022,House
4199,Rural,3,14291.949771257672,House
4773,Downtown,3,26601.26731744142,Condo
3246,Suburb,7,16872.485954014857,Condo
826,Suburb,1,3603.7350922461587,Apartment
3524,Suburb,3,14328.935955615609,House
2553,Suburb,1,11234.808325484999,Apartment
3644,Rural,0,12735.523826993336,Apartment
4265,Rural,9,21568.89908379852,Apartment
2175,Downtown,2,11472.019784086915,Condo
2063,Downtown,7,13390.632974481643,Condo
820,Downtown,5,4494.142314317678,House
1316,Rural,6,5077.853325928159,House
416,Suburb,1,1477.435169387947,House
2733,Downtown,5,16455.284207605968,Condo
883,Suburb,7,4549.533291760677,Condo
694,Downtown,7,4919.5373422871,Apartment
4088,Downtown,3,22764.044820947056,Condo
3068,Downtown,5,20074.929980878278,Apartment
4467,Downtown,4,28148.78554100949,Apartment
4160,Downtown,8,28138.4371816041,Condo
573,Suburb,7,3233.4673988683303,Apartment
2313,Downtown,1,12669.072854062413,Apartment
4733,Suburb,6,21804.356389381788,House
1689,Rural,6,7618.217909079344,Apartment
3866,Downtown,0,18624.375303478475,Condo
465,Suburb,0,1746.4342866006252,Condo
1867,Rural,3,7478.6329712706065,Apartment
1028,Rural,4,3616.2769852170127,House
2343,Rural,3,8809.11853272279,Condo
4497,Suburb,6,22600.457690960717,Condo
3796,Downtown,2,18497.653761523066,House
1078,Downtown,6,7305.441355933619,Apartment
513,Suburb,7,2829.3649101436495,Condo
4062,Downtown,5,26522.59560029607,Apartment
1876,Suburb,5,9792.770573756485,Apartment
2748,Downtown,7,19462.05472190917,Apartment
3236,Rural,7,15249.694665393285,Apartment
3417,Downtown,6,21392.316452166302,Condo
891,Suburb,5,3946.382080317973,House
3020,Suburb,5,14621.009311824913,Condo
1013,Rural,9,4361.282909359893,House
1235,Suburb,5,6495.3850295096145,Apartment
4637,Downtown,7,27826.0212109788,House
301,Downtown,0,1588.6049024363688,Apartment
3148,Rural,4,12204.008699821912,Condo
4344,Suburb,2,18343.06676600764,Condo
2249,Rural,7,9055.242155013997,House
1217,Downtown,5,7963.422562138608,Apartment
3474,Rural,1,12681.364029714206,Apartment
2541,Suburb,6,11690.868160013744,House
389,Rural,6,1797.2276676888373,Apartment
2009,Suburb,4,10143.640313749122,Apartment
2469,Suburb,7,13948.210133181574,Apartment
4538,Downtown,4,26333.086592949272,Condo
3341,Downtown,0,16124.339411075538,Condo
405,Downtown,8,2763.271176184241,Condo
1186,Suburb,3,5719.765428355024,Apartment
727,Rural,1,2473.0999304713278,Condo
2195,Suburb,3,10551.270214046252,Apartment
616,Downtown,8,4532.822418019231,Apartment
934,Downtown,1,4300.8484550544645,House
2225,Rural,3,8935.763961980463,Apartment
2356,Downtown,1,11917.07883070344,Condo
3444,Downtown,4,19912.32255737068,Condo
2570,Downtown,2,14757.430433364823,Apartment
1739,Rural,9,8109.226352366561,Condo
852,Suburb,1,3718.481131514074,Apartment
1015,Downtown,8,6311.475160397083,House
4211,Rural,4,17631.74428734323,Apartment
2013,Downtown,9,15324.055726469796,Apartment
3689,Rural,4,13062.595661577696,House
1407,Downtown,0,6805.042394933892,Condo
4506,Rural,5,16719.043051790784,House
550,Downtown,6,3143.8129781141633,House
2730,Suburb,0,11413.855412345305,Apartment
2354,Downtown,8,17304.903948759526,Apartment
758,Rural,7,2972.6871769165673,House
507,Downtown,7,3371.758551761349,Condo
1199,Suburb,6,5509.231414772702,House
3761,Downtown,4,21757.726166948032,Condo
3685,Rural,2,12010.190318982059,House
321,Rural,8,1313.9613406886574,House
709,Suburb,6,3652.7669622280914,Condo
1194,Rural,9,5114.427303530734,House
814,Downtown,9,6179.794027764428,Apartment
4409,Downtown,7,26324.606976470663,House
2434,Downtown,5,15913.006968844249,Apartment
3895,Rural,4,15037.086401570434,Condo
3256,Downtown,7,21297.935819881728,Condo
1860,Downtown,2,10720.48711132231,Apartment
1566,Downtown,6,9049.044706944194,House
2469,Suburb,1,10857.236796216068,Apartment
3938,Rural,2,15090.655084460459,Apartment
1049,Rural,1,3565.3219024413543,Condo
3727,Rural,4,15681.213986582416,Apartment
2227,Suburb,6,10202.323385956057,House
4104,Rural,9,20779.95299748755,Apartment
4002,Suburb,9,22497.888098888532,Condo
2656,Suburb,0,9367.087513991344,House
2635,Rural,9,12349.274092203748,Condo
606,Downtown,8,4485.540909467938,Apartment
3965,Downtown,0,20682.753067426842,Apartment
2289,Rural,0,7426.316615282268,Condo
961,Rural,9,4457.333856491675,Condo
4944,Suburb,7,23659.356227323857,House
611,Rural,5,2510.5537267862655,Condo
3220,Suburb,5,15613.057289911274,Condo
1382,Rural,8,6672.631542105695,Apartment
3271,Downtown,3,19772.837342984738,Apartment
1054,Downtown,7,6943.703691393087,Condo
4430,Rural,3,16457.364756246265,Condo
4840,Suburb,1,21291.945838632408,Apartment
652,Downtown,7,3875.4141740150203,House
1202,Suburb,6,5480.731400158987,House
4188,Rural,3,14135.039257322624,House
458,Rural,8,1924.890620965825,House
2277,Downtown,8,16733.221127481203,Apartment
1256,Rural,7,5455.76004313591,Condo
2371,Downtown,0,10474.85969351486,House
703,Suburb,6,3829.192526247119,Apartment
4911,Downtown,4,28432.966084716878,Condo
3079,Downtown,6,17723.55118410471,House
1687,Suburb,8,9091.372868826085,Condo
3753,Downtown,1,17478.33828401897,House
1255,Downtown,3,7033.2941200297755,Condo
2012,Rural,3,6855.190677822308,House
1573,Suburb,1,5846.291510390262,House
4111,Downtown,2,21891.836042850482,Condo
2925,Suburb,7,15259.359960071086,Condo
2682,Suburb,8,14556.83744108898,Condo
1741,Downtown,5,11355.752771071655,Apartment
3279,Rural,9,16560.601708508737,Apartment
2097,Suburb,1,8458.755594749855,Condo
4690,Downtown,1,25744.923369726752,Apartment
4309,Suburb,6,19890.869436775236,House
1694,Rural,7,7320.445213007609,Condo
4581,Rural,7,21458.474925788272,Apartment
1569,Rural,5,6294.683306562009,Condo
4014,Downtown,9,25711.442758217345,House
829,Downtown,7,4929.96047023537,House
3923,Rural,0,13790.47394032065,Apartment
3258,Downtown,8,20150.853037318397,House
3214,Rural,0,10381.05828722261,Condo
3891,Downtown,2,22392.265135583326,Apartment
2447,Rural,8,11050.021498361593,Condo
4873,Suburb,4,22570.32184557556,Condo
3669,Rural,8,16598.40131738148,Condo
1239,Rural,8,5141.452571865261,House
825,Downtown,5,5003.814423043279,Condo
301,Downtown,0,1337.661034550682,House
674,Downtown,9,4783.294621450482,Condo
2640,Downtown,6,15223.63039514276,House
4305,Downtown,5,23844.723927863048,House
3352,Downtown,8,20810.609746765742,House
4948,Suburb,6,24767.519018366864,Condo
2665,Rural,3,9878.170610705301,Condo
1825,Rural,6,6999.832054061202,House
4776,Rural,1,16206.555780308128,Condo
1946,Suburb,5,8581.114633239411,House
313,Rural,5,1269.91700154395,Condo
4899,Suburb,1,18316.593884257334,House
2578,Suburb,3,10499.987664871529,House
3455,Suburb,7,19458.605790311663,Apartment
429,Rural,7,1973.6143479808447,Condo
4114,Suburb,7,21425.1176436231,Condo
3516,Rural,7,16506.216622143762,Apartment
3238,Rural,0,9507.757176027291,House
4228,Downtown,1,19692.39951932878,House
2340,Downtown,3,14145.956834121132,Apartment
327,Suburb,8,2004.4267965731153,Apartment
2413,Suburb,2,9402.57058379961,House
1552,Rural,5,6197.638358028282,Condo
4656,Suburb,6,25309.261919312583,Apartment
2346,Suburb,7,13259.546150733766,Apartment
4855,Rural,6,22016.19818816401,Apartment
4323,Suburb,2,19971.680795473418,Apartment
4696,Suburb,5,24506.65538209251,Apartment
3674,Rural,4,15324.038374461556,Apartment
3766,Rural,9,16103.145389378387,House
3381,Downtown,3,17233.746001594845,House
4078,Rural,0,14203.705074161911,Apartment
929,Downtown,6,5321.043428319669,House
569,Suburb,7,3026.9054176066497,Condo
2939,Rural,1,9960.646227674806,Condo
2293,Rural,6,10349.439721564415,Apartment
3191,Rural,5,12818.663875436618,Condo
3732,Suburb,4,17330.882736782587,Condo
1580,Downtown,3,7981.950821563909,House
2660,Suburb,1,9918.630950032639,House
875,Suburb,9,4476.853556301705,House
1607,Rural,5,5947.473616789144,House
3492,Downtown,4,20246.21504281261,Condo
3478,Suburb,1,15231.4311704047,Apartment
3034,Rural,9,12953.814595135334,House
2512,Suburb,6,12691.016169024217,Condo
2652,Suburb,5,11860.63826532954,House
3868,Rural,8,17350.09003422046,Condo
1955,Rural,9,8419.637075324657,House
1879,Downtown,4,11813.365658695593,Apartment
2503,Suburb,8,12516.35226700854,House
1690,Rural,8,8225.711593141,Apartment
2042,Rural,0,6072.393169715088,House
2225,Downtown,4,11806.637335061572,House
919,Downtown,8,5760.657664391908,House
1574,Rural,6,6704.520401559036,Condo
1256,Downtown,5,7593.974246089034,Condo
2239,Rural,5,9706.30930795619,Apartment
4253,Suburb,6,23215.343495310895,Apartment
2681,Downtown,0,12977.88147210982,Condo
1268,Suburb,3,6123.104719834007,Apartment
1616,Suburb,0,6843.9350621958165,Apartment
1343,Suburb,5,6429.997210206584,Condo
581,Rural,3,2115.696599639176,Condo
3144,Suburb,0,12178.483293730002,Condo
1358,Suburb,8,7309.526961073287,Condo
4593,Suburb,3,18693.411635100707,House
2832,Rural,5,11462.870566098065,Condo
4128,Suburb,6,22486.052711972796,Apartment
1308,Suburb,7,6195.704486750744,House
1529,Downtown,8,9498.184482298391,House
1335,Rural,8,6581.838655905989,Apartment
4885,Suburb,7,23367.862114464464,House
575,Downtown,9,4406.313935417245,Apartment
3040,Rural,2,9844.810461582993,House
2589,Rural,1,8037.185999758809,House
1539,Rural,4,6363.60352412675,Apartment
425,Rural,0,1514.071484554539,Apartment
4365,Rural,2,16767.72713194051,Apartment
4612,Rural,0,16024.14888587954,Apartment
4168,Suburb,2,17792.22742918723,Condo
1508,Suburb,3,6729.700795333995,Condo
3549,Suburb,6,19278.877282804107,Apartment
1218,Suburb,4,5680.593361583734,Condo
4223,Downtown,4,26467.767963102142,Apartment
4703,Suburb,0,19645.024824960277,Apartment
2269,Rural,7,8992.699666426057,House
3093,Suburb,3,14839.421513253461,Apartment
1191,Suburb,9,7251.104008515578,Apartment
4770,Rural,4,19972.528107844595,Apartment
2333,Suburb,1,10291.944787627048,Apartment
1664,Suburb,0,5753.075464558988,House
428,Suburb,8,2488.7473250157122,Apartment
1314,Downtown,1,6089.92952882158,House
2099,Suburb,5,10985.969279150011,Apartment
4912,Rural,0,14500.347768234376,House
1818,Rural,0,5865.534859561234,Condo
4481,Suburb,8,22225.47107484126,House
1498,Suburb,3,6079.041342061633,House
4173,Suburb,8,24436.18456246244,Apartment
2774,Rural,4,9823.153372954173,House
3785,Rural,6,14549.331245159232,House
4349,Downtown,0,22761.06054938869,Apartment
4019,Downtown,5,24226.16037192094,Condo
602,Downtown,7,3883.549075629119,Condo
4252,Rural,0,13717.33377090974,Condo
4983,Downtown,8,30925.895241444432,House
1286,Suburb,2,5975.238875333302,Apartment
2163,Suburb,0,8333.529258077037,Condo
4740,Rural,0,15169.360604994232,Condo
3372,Downtown,5,20378.12552126505,Condo
3424,Suburb,5,16502.62035188185,Condo
1627,Rural,0,5670.515210060047,Apartment
2708,Downtown,2,14395.434774765468,Condo
3973,Suburb,6,18322.29140515311,House
3591,Downtown,9,23099.10289531016,House
4333,Rural,2,16685.40943551582,Apartment
1003,Downtown,2,5395.060220705801,Condo
874,Rural,2,3101.0005357083987,Condo
3532,Downtown,6,20245.46929554393,House
2932,Suburb,3,14084.289093995909,Apartment
4128,Rural,3,14082.966643383594,House
3530,Rural,2,13553.031042435241,Apartment
788,Rural,9,4094.8045495948973,Apartment
1647,Downtown,8,12046.50082859996,Apartment
3981,Downtown,1,18623.3538587203,House
3473,Suburb,3,16719.086492694583,Apartment
4889,Rural,7,19461.022809859656,House
1967,Rural,5,7222.038583551757,House
1937,Downtown,6,12195.770133519469,Condo
4414,Downtown,6,25335.968174968315,House
3853,Suburb,1,14302.622106260096,House
1300,Suburb,3,5774.219258635653,Condo
1150,Downtown,9,7941.3678692062485,Condo
1688,Rural,9,7876.629880503186,Condo
4012,Suburb,5,21079.426593484925,Apartment
1667,Downtown,2,9616.712612112826,Apartment
1121,Downtown,8,7547.52061786235,Condo
754,Rural,3,3000.9282141931844,Apartment
1924,Downtown,9,13491.98394847195,Condo
3072,Downtown,1,16852.9064968363,Apartment
4026,Suburb,5,17849.06244555313,House
3447,Downtown,0,18010.004353195807,Apartment
4389,Downtown,5,28656.42505809676,Apartment
2490,Suburb,9,12847.803447931356,House
1216,Rural,0,3951.0860936118033,Condo
4286,Rural,7,20090.012219735338,Apartment
3175,Suburb,4,15932.281863647991,Apartment
1740,Suburb,5,7756.221462884512,House
4700,Rural,1,14558.592461028999,House
1035,Rural,1,3178.789765194344,House
3868,Rural,8,15971.703925526916,House
3638,Rural,2,12891.717385445763,Condo
3315,Rural,5,14446.22070299631,Apartment
3189,Suburb,9,19352.70354243602,Apartment
1261,Downtown,4,7910.552750359547,Apartment
3289,Rural,3,13145.801162298409,Apartment
4148,Rural,9,19316.318410966327,Condo
1326,Downtown,1,7230.9242526807775,Apartment
4165,Downtown,7,27163.248904589243,Condo
3163,Downtown,9,22181.85432733238,Condo
2801,Downtown,6,16075.260411242218,House
2247,Downtown,1,10371.320549180356,House
1477,Downtown,5,9617.218694458657,Apartment
311,Suburb,7,1692.4678538413807,Condo
4699,Downtown,6,27031.40198315672,House
3664,Downtown,0,17686.93147826548,Condo
3322,Suburb,4,14080.354628004428,House
3671,Downtown,1,18646.604336753695,Condo
3130,Rural,5,13642.335110811739,Apartment
342,Rural,6,1514.626252457022,Apartment
1243,Downtown,6,7753.478914326314,Condo
2690,Suburb,2,10499.975808018818,House
2845,Rural,6,10930.256557619528,House
2711,Suburb,4,13556.378015296994,Apartment
1304,Rural,7,6202.4100650741875,Apartment
320,Downtown,7,2228.411454515537,Apartment
706,Suburb,6,3139.704668087168,House
1314,Suburb,5,5894.336259951221,House
4731,Suburb,1,20789.64316905708,Apartment
2138,Rural,5,8627.424308141352,Condo
3488,Rural,8,14497.613016287652,House
1014,Rural,1,3664.00566093665,Apartment
4446,Downtown,0,21498.77256832447,Condo
4154,Rural,4,14772.66319387086,House
4719,Downtown,5,28445.067243561658,Condo
440,Suburb,2,1943.263342051609,Condo
4865,Suburb,7,23193.190440407616,House
1263,Downtown,6,8586.723866997083,Apartment
672,Rural,1,2218.331368346223,Condo
3935,Downtown,6,26802.425929642282,Apartment
2841,Suburb,0,10014.84553430999,House
3910,Suburb,8,21121.28694227873,Condo
1992,Downtown,6,12464.184227954718,Condo
405,Rural,5,1570.075708164889,Condo
1981,Rural,1,6659.607928827271,Condo
4397,Downtown,2,23359.675205824366,Condo
4316,Downtown,0,19104.636078766478,House
2936,Rural,9,13697.75982442719,Condo
2437,Suburb,4,10325.199501587773,House
3716,Downtown,8,27204.549619300702,Apartment
4745,Rural,5,17428.30380986674,House
3830,Rural,4,14764.60193415934,Condo
1586,Suburb,2,7292.020335903192,Apartment
3479,Suburb,4,14802.290370612542,House
3954,Suburb,7,18916.005916954644,House
2659,Suburb,1,9827.976095036625,House
744,Suburb,4,3471.269095992101,Condo
335,Downtown,5,2028.73395264247,Condo
1775,Rural,9,7669.0818183926385,House
4257,Downtown,7,25370.64257960232,House
2098,Downtown,7,14813.617786014938,Apartment
2145,Downtown,4,12484.347622128204,Condo
1708,Downtown,8,11535.01127928272,Condo
2008,Downtown,3,12037.56832589707,Apartment
3238,Suburb,8,16016.259268450327,House
1600,Suburb,6,7406.81423070742,House
1543,Rural,5,6650.914584883737,Apartment
4276,Downtown,3,21755.761448836234,House
3397,Rural,1,10484.655584132504,House
4916,Suburb,7,27741.57039602846,Apartment
309,Suburb,5,1638.9696606618356,Apartment
2725,Suburb,2,12528.136018675028,Apartment
1960,Downtown,6,11293.250460213902,House
2931,Downtown,9,22176.41106514915,Apartment
1372,Suburb,6,6359.1902330515695,House
3525,Rural,5,14199.172168039757,Condo
1616,Rural,1,5525.755620216156,Condo
4445,Suburb,7,25099.52399567284,Apartment
3983,Rural,0,11779.309071396827,House
3573,Suburb,0,12695.104651551526,House
445,Rural,5,1663.4071819268277,House
3340,Suburb,4,16862.866385419133,Apartment
1762,Rural,8,7198.22260458196,House
4976,Downtown,6,28650.17918433976,House
1884,Suburb,1,6986.695869193217,House
782,Suburb,6,3904.3723803213625,Condo
3479,Rural,2,11370.739069940888,House
1549,Suburb,0,5954.499816626725,Condo
930,Suburb,7,4489.751918572662,House
961,Suburb,2,3691.653126401549,House
3803,Downtown,7,22782.644468914124,House
3152,Downtown,6,19790.862170469965,Condo
2766,Rural,1,8558.637292876103,House
1287,Downtown,0,6657.586019973931,Apartment
1846,Rural,6,7069.581960298009,House
949,Downtown,0,4549.465894675903,Condo
1268,Rural,5,5191.231858689636,Condo
2937,Downtown,9,22286.618789345273,Apartment
1400,Downtown,9,10592.459722919126,Apartment
740,Rural,7,3453.004219659204,Apartment
1069,Suburb,6,5301.9625295617,Condo
1643,Suburb,3,6768.740885918106,House
4658,Downtown,0,20686.709960323824,House
4029,Rural,0,14051.55861753306,Apartment
4206,Suburb,3,20356.820711269727,Apartment
1877,Rural,4,6647.872724057375,House
4308,Suburb,6,23498.779235190577,Apartment
3651,Rural,3,12421.684472347413,House
2649,Downtown,9,16978.019569963228,House
3902,Rural,0,11526.856921867215,House
1541,Suburb,9,7933.28874171317,House
1425,Downtown,6,8882.622379552884,Condo
2901,Rural,1,9005.5850386419,House
1490,Suburb,1,6606.235076054524,Apartment
4431,Downtown,7,31266.36575781532,Apartment
4748,Rural,9,24005.958450954706,Apartment
372,Suburb,9,2202.514021016306,Apartment
2214,Rural,9,10313.327351300337,Condo
2772,Rural,4,9798.449956319388,House
3346,Downtown,9,21560.435865970852,House
1007,Downtown,1,5516.885610890646,Apartment
2104,Suburb,4,10542.60473142853,Apartment
4013,Downtown,7,28343.458638691205,Apartment
2864,Suburb,5,12595.34522621828,House
2775,Rural,2,9711.400743605524,Condo
3910,Rural,7,16928.15955425323,Condo
4555,Suburb,8,24657.651222280656,Condo
3123,Rural,4,12067.489816508341,Condo
2035,Downtown,1,11224.325452046249,Apartment
1885,Rural,1,5766.237947180823,House
366,Downtown,6,2479.4928922590425,Apartment
3361,Suburb,0,12907.69135890172,Condo
2728,Suburb,9,16571.990159206485,Apartment
4453,Rural,1,14987.136823468556,Condo
641,Rural,9,2731.3381168223536,House
3074,Downtown,3,17085.350426786557,Condo
3117,Downtown,0,16290.617834609653,Apartment
2961,Rural,3,9938.063134949947,House
1532,Rural,9,7236.233085721745,Condo
4174,Suburb,4,19329.69841647211,Condo
2701,Suburb,8,13313.63375194993,House
1794,Suburb,0,7547.962645606894,Apartment
4511,Rural,4,16018.356112984267,House
961,Rural,1,3504.8962812003306,Apartment
4183,Rural,8,18934.325936794685,Condo
3919,Suburb,5,18892.286821194495,Condo
2168,Rural,1,6728.152238112488,House
2634,Downtown,2,14020.389904936255,Condo
3674,Rural,7,14716.09804576728,House
1316,Rural,0,4140.47802006113,Condo
4706,Rural,2,16783.7280330937,Condo
507,Rural,9,2623.2166175807833,Apartment
2965,Rural,0,8774.419506276488,House
2793,Downtown,7,16654.614008477336,House
932,Downtown,0,4457.507746041851,Condo
2402,Rural,4,10069.456580386952,Apartment
3259,Suburb,3,15713.647290707782,Apartment
3383,Rural,6,12999.756526722267,House
2231,Rural,4,7910.419921538532,House
4019,Rural,7,17492.700262385642,Condo
2862,Suburb,0,10028.218286503494,House
1979,Suburb,4,9163.189390908916,Condo
536,Suburb,3,2511.16400325953,Apartment
4743,Downtown,2,23098.241981522468,House
1840,Suburb,4,9308.2806332038,Apartment
4243,Downtown,9,32147.675167676905,Apartment
663,Downtown,2,3487.157173978907,Condo
2668,Suburb,7,15035.098332999532,Apartment
585,Suburb,2,2450.7611052961734,Condo
448,Suburb,0,1758.825081563362,Condo
4337,Downtown,8,31810.97921361993,Apartment
4851,Rural,8,23764.81742223767,Apartment
2066,Suburb,5,9928.814329343968,Condo
1312,Suburb,9,7385.284793582232,Condo
3131,Suburb,0,13149.266402490966,Apartment
2807,Downtown,7,18386.241700726514,Condo
1823,Downtown,1,9199.089529078527,Condo
3085,Rural,8,12648.440846251813,House
2856,Suburb,7,13643.063887448028,House
4025,Downtown,2,19743.7618817531,House
4876,Rural,4,17216.53216245688,House
1901,Suburb,8,9451.299757570485,House
2708,Downtown,0,12969.194734176717,Condo
640,Suburb,8,3552.9868889384834,Condo
3117,Suburb,3,12602.9358710368,House
2796,Downtown,3,16705.514318436017,Apartment
2025,Downtown,3,10315.78454697429,House
1989,Downtown,9,15097.149874852425,Apartment
3567,Suburb,8,19367.569993573255,Condo
4706,Suburb,5,24667.33565764237,Apartment
561,Rural,7,2338.709263181695,Condo
1742,Suburb,3,8378.46470061018,Apartment
